index;INCDTNO;YEAR4;MONTH;DAY;ACCDMG;INFRASTRUCTURE_DMG;TRKDMG;EQPDMG;LOCOMOTIVES1;LOCOMOTIVES2;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;SPEED;LOADF1;LOADF2;EMPTYF1;EMPTYP1;LOADP1;EMPTYF2;TONS;TYPE;TYPEQ;TRKCLAS;TYPTRK;ACCAUSE;TEMP;TEMP_CLUSTER;VISIBLTY;WEATHER;STATE;Jahreszeit;ACCIDENT_TYPE;ACCCAUSE_LVL1;ACCCAUSE_LVL2;EQUIPMENT_TYPE;ACCDMG_EUR;ACCTYPE;SPD_TOO_HIGH
7827;R11425;1989;4;2;11400.0;11400.0;0.0;11400.0;1;0;0;0;0;0;0;0;4.0;5;1;18;0;0;1;1207.6915292439753;04;7;1;Depot;H020;42;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;South Carolina;Frühling;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;9670.031385189583;Nicht Signifikant;False
7828;R11536;1989;4;12;37987.0;37987.0;0.0;37987.0;4;0;0;0;0;0;0;0;2.5;0;0;3;0;0;1;162.59921243504323;04;7;1;Depot;H017;48;Moderat (0° bis 19,99° C);Tag;Klar;North Carolina;Frühling;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, Güterzug;32222.41072185936;Nicht Signifikant;False
7829;R11679;1989;4;26;10800.0;10800.0;0.0;10800.0;2;0;0;0;0;0;0;0;5.0;53;0;28;0;0;0;6951.422933141046;04;7;1;Depot;H020;65;Moderat (0° bis 19,99° C);Abend;Klar;Georgia;Frühling;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;9161.082364916447;Nicht Signifikant;False
7830;R11798;1989;5;6;6798.0;6798.0;500.0;6298.0;2;0;0;0;0;0;0;0;6.920452597546157;22;0;54;0;0;1;4252.919446430475;01;7;1;Depot;M503;84;Warm (20° bis 31,99° C);Tag;Klar;Georgia;Frühling;Entgleisung;Other Miscellaneous;Miscellaneous Causes;Depot/Rangieren, EinzelneWagen, EinzelneWagen;5766.3923996946305;Nicht Signifikant;False
7831;R11871;1989;5;16;58300.0;58300.0;600.0;57700.0;5;0;0;0;0;0;0;0;7.5;49;1;53;0;0;3;7281.602635154757;04;7;1;Depot;T306;50;Moderat (0° bis 19,99° C);Abend;Klar;Georgia;Frühling;Kollision;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Depot/Rangieren, Depot/Rangieren;49452.87980320638;Nicht Signifikant;False
7832;R11930;1989;5;23;12162.0;12162.0;0.0;12162.0;4;0;0;0;0;0;0;0;3.0;30;0;20;0;0;0;3827.8417969193542;04;7;1;Depot;H401;50;Moderat (0° bis 19,99° C);Abend;Wolkig;North Carolina;Frühling;Kollision;Main Track Authority;Human Factors;Depot/Rangieren, Güterzug;10316.396640936466;Nicht Signifikant;False
7833;R11948;1989;5;25;15425.0;15425.0;5500.0;9925.0;4;1;0;0;0;0;0;0;2.958916643910756;77;4;1;0;0;1;8939.464244757222;04;7;1;Depot;H999;78;Warm (20° bis 31,99° C);Tag;Klar;Alabama;Frühling;Kollision;Miscellaneous;Human Factors;Depot/Rangieren, EinzelneWagen;13084.231062855204;Nicht Signifikant;False
7834;R12004;1989;6;1;30394.0;30394.0;500.0;29894.0;3;1;0;0;0;0;0;0;8.5;14;0;17;0;0;0;2179.972864179093;04;7;1;Depot;H603;76;Warm (20° bis 31,99° C);Abend;Klar;Georgia;Frühling;Kollision;Speed;Human Factors;Depot/Rangieren, Depot/Rangieren;25781.660870302825;Nicht Signifikant;False
7835;R12324;1989;7;3;13300.0;13300.0;1100.0;12200.0;3;0;0;0;0;0;0;0;7.935695149221832;16;2;29;0;0;2;2815.0227870039116;01;7;1;Depot;H704;68;Warm (20° bis 31,99° C);Abend;Klar;Georgia;Sommer;Entgleisung;Switches, Use of;Human Factors;Depot/Rangieren, Lokomotive;11281.70328272118;Nicht Signifikant;False
7836;R12701;1989;8;13;7100.0;7100.0;1000.0;6100.0;5;2;0;0;0;0;0;0;6.5;32;2;11;0;0;0;4084.146126435442;04;7;2;Depot;H603;60;Moderat (0° bis 19,99° C);Abend;Klar;North Carolina;Sommer;Kollision;Speed;Human Factors;Depot/Rangieren, Depot/Rangieren;6022.563406565442;Nicht Signifikant;False
7837;R12846;1989;8;28;21800.0;21800.0;0.0;21800.0;6;0;0;0;0;0;0;0;6.5;24;1;14;0;0;1;3247.296954455933;04;7;2;Depot;H602;82;Warm (20° bis 31,99° C);Abend;Klar;Georgia;Sommer;Kollision;Speed;Human Factors;Depot/Rangieren, Depot/Rangieren;18491.814403257275;Nicht Signifikant;False
7838;R12953;1989;9;11;14000.0;14000.0;0.0;14000.0;5;0;0;0;0;0;0;0;4.949628046035187;32;0;23;0;0;0;4410.284966971676;04;7;2;Depot;H799;73;Warm (20° bis 31,99° C);Abend;Klar;Georgia;Sommer;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;11875.477139706505;Nicht Signifikant;False
7839;R13303;1989;10;21;16700.0;16700.0;0.0;16700.0;6;0;0;0;0;0;0;0;4.5;46;1;102;0;0;3;8432.204461905414;04;7;2;Depot;M407;64;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;North Carolina;Herbst;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;14165.747730935616;Nicht Signifikant;False
7840;R13464;1989;11;7;7000.0;7000.0;0.0;7000.0;4;0;0;0;0;0;0;0;5.944983747097401;15;0;14;0;0;0;2202.391058075386;04;7;1;Depot;H021;62;Moderat (0° bis 19,99° C);Tag;Wolkig;Georgia;Herbst;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;5937.738569853253;Nicht Signifikant;False
7841;R13480;1989;11;8;29671.0;29671.0;0.0;29671.0;4;0;0;0;0;0;0;0;2.5;33;0;88;0;0;0;6503.059055215182;04;7;1;Depot;H021;71;Warm (20° bis 31,99° C);Tag;Wolkig;Georgia;Herbst;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;25168.377300873693;Nicht Signifikant;False
7842;R13832;1989;12;14;6750.0;6750.0;500.0;6250.0;6;0;0;0;0;0;0;0;4.0;112;0;72;0;0;3;12867.033473642034;04;7;1;Depot;H702;32;Moderat (0° bis 19,99° C);Tag;Klar;Georgia;Herbst;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Güterzug;5725.676478072779;Nicht Signifikant;False
7843;R14129;1990;1;15;12800.0;12800.0;100.0;12700.0;2;0;0;0;0;0;0;0;2.945222191881008;29;0;107;0;0;2;6664.361193937077;04;7;2;Depot;H302;42;Moderat (0° bis 19,99° C);Abend;Klar;Georgia;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen, EinzelneWagen;10857.579099160233;Nicht Signifikant;False
7844;R14919;1990;4;3;10200.0;10200.0;200.0;10000.0;0;0;0;0;0;0;0;0;4.949628046035187;1;0;1;0;0;1;215.46381654232488;04;5;1;Depot;H018;45;Moderat (0° bis 19,99° C);Abend;Wolkig;Kentucky;Frühling;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, EinzelneWagen;8652.133344643311;Nicht Signifikant;False
7845;R14957;1990;4;8;15066.0;15066.0;200.0;14866.0;1;0;0;0;0;0;0;0;4.949628046035187;46;0;52;0;0;2;6888.794875738773;04;7;1;Depot;H302;70;Warm (20° bis 31,99° C);Tag;Klar;Alabama;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;12779.709899058444;Nicht Signifikant;False
7846;R15135;1990;4;27;11650.0;11650.0;100.0;11550.0;3;1;0;0;0;0;0;0;4.0;32;0;8;0;0;0;4094.82262321812;04;7;1;Depot;H401;82;Warm (20° bis 31,99° C);Tag;Klar;South Carolina;Frühling;Kollision;Main Track Authority;Human Factors;Depot/Rangieren, Güterzug;9882.093476970056;Nicht Signifikant;False
7847;R15692;1990;7;3;88900.0;88900.0;9000.0;79900.0;3;0;0;0;0;0;0;0;14.903185056657339;70;8;28;0;0;5;7823.256439118408;01;5;3;Nebenstrecke;H999;88;Warm (20° bis 31,99° C);Tag;Klar;Alabama;Sommer;Entgleisung;Miscellaneous;Human Factors;EinzelneWagen, Güterzug;75409.27983713632;Nicht Signifikant;False
7848;R15862;1990;7;26;7700.0;7700.0;1500.0;6200.0;5;0;0;0;0;0;0;0;4.5;34;1;11;0;0;0;4292.051934496145;04;7;1;Depot;H999;92;Heiß (>= 32° C);Tag;Klar;Alabama;Sommer;Kollision;Miscellaneous;Human Factors;Depot/Rangieren, Depot/Rangieren;6531.512426838578;Nicht Signifikant;False
7849;R16004;1990;8;13;6000.0;6000.0;0.0;6000.0;4;2;0;0;0;0;0;0;3.5;18;0;27;0;0;0;2939.4666644060108;04;7;1;Depot;H401;68;Warm (20° bis 31,99° C);Abend;Klar;Tennessee;Sommer;Kollision;Main Track Authority;Human Factors;Depot/Rangieren, Lokomotive;5089.490202731359;Nicht Signifikant;False
7850;R16214;1990;9;9;8750.0;8750.0;0.0;8750.0;4;0;0;0;0;0;0;0;7.0;9;0;23;0;0;2;1796.824272037545;04;7;1;Depot;H401;92;Heiß (>= 32° C);Tag;Klar;Alabama;Sommer;Kollision;Main Track Authority;Human Factors;Depot/Rangieren, Depot/Rangieren;7422.173212316566;Nicht Signifikant;False
7851;R560540T;1985;10;19;17083.0;17083.0;2646.0;14437.0;4;1;0;3;0;0;0;0;5.0;42;0;0;0;0;0;4847.591777411527;04;7;1;Depot;H702;60;Moderat (0° bis 19,99° C);Abend;Regen;Ohio;Herbst;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;14490.626855543302;Signifikant;False
7852;R70091;1990;10;9;43800.0;43800.0;8000.0;35800.0;3;0;0;0;0;0;0;0;1.9635609428485408;46;1;30;0;0;7;6245.983065191875;04;7;1;Depot;M407;68;Warm (20° bis 31,99° C);Tag;Klar;Tennessee;Herbst;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;37153.27847993893;Nicht Signifikant;False
7853;R70113;1990;10;11;7000.0;7000.0;0.0;7000.0;2;0;0;0;0;0;0;0;4.949628046035187;14;0;0;0;0;0;1662.3838905922898;04;7;1;Depot;H999;65;Moderat (0° bis 19,99° C);Tag;Wolkig;Georgia;Herbst;Kollision;Miscellaneous;Human Factors;Depot/Rangieren, EinzelneWagen;5937.738569853253;Nicht Signifikant;False
7854;R70727;1990;12;1;95050.0;95050.0;150.0;94900.0;6;0;0;0;0;0;0;0;5.0;120;1;71;0;0;3;15906.415160529901;04;7;1;Depot;H702;50;Moderat (0° bis 19,99° C);Abend;Wolkig;Georgia;Herbst;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Güterzug;80626.00729493596;Nicht Signifikant;False
7855;R70826;1990;12;12;6000.0;6000.0;0.0;6000.0;3;0;0;0;0;0;0;0;1.9635609428485408;21;0;116;0;0;0;5990.4694467717545;04;7;1;Depot;T199;38;Moderat (0° bis 19,99° C);Abend;Klar;Alabama;Herbst;Kollision;Track Geometry;Track, Roadbed and Structures;Depot/Rangieren, EinzelneWagen;5089.490202731359;Nicht Signifikant;False
7856;R70950;1990;12;24;20350.0;20350.0;0.0;20350.0;4;0;0;0;0;0;0;0;0.0;37;1;5;0;0;2;4453.6058160568045;04;5;1;Depot;M407;67;Moderat (0° bis 19,99° C);Tag;Klar;Georgia;Winter;Kollision;Unusual Operational Situations;Miscellaneous Causes;EinzelneWagen, Güterzug;17261.85427093053;Nicht Signifikant;False
7857;R71216;1991;1;15;9782.0;9782.0;0.0;9782.0;2;0;0;0;0;0;0;0;0.0;0;0;6;0;0;2;255.4184776874154;01;7;2;Depot;H018;58;Moderat (0° bis 19,99° C);Tag;Klar;Virginia;Winter;Entgleisung;Brakes, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;8297.56552718636;Nicht Signifikant;False
7858;R71397;1991;2;2;23400.0;23400.0;500.0;22900.0;4;0;0;0;0;0;0;0;0.0;33;1;22;0;0;2;4516.165091526574;04;7;1;Depot;H305;45;Moderat (0° bis 19,99° C);Abend;Klar;Georgia;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;19849.0117906523;Nicht Signifikant;False
7859;R71535;1991;2;15;20025.0;20025.0;0.0;20025.0;4;0;0;0;0;0;0;0;4.5;16;0;43;0;0;5;3206.494551820343;05;7;1;Depot;H305;35;Moderat (0° bis 19,99° C);Tag;Klar;North Carolina;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;16986.173551615913;Nicht Signifikant;False
7860;R71743;1991;3;9;7426.0;7426.0;200.0;7226.0;3;0;0;0;0;0;0;0;9.926406551346263;1;0;54;0;0;5;2027.647398120594;05;6;1;Depot;E49C;52;Moderat (0° bis 19,99° C);Abend;Klar;Alabama;Winter;Kollision;Truck Components;Mechanical and Electrical Failures;EinzelneWagen, Güterzug;6299.09237424718;Nicht Signifikant;False
7861;R71967;1991;3;29;15400.0;15400.0;0.0;15400.0;5;0;0;0;0;0;0;0;4.0;54;2;41;0;0;0;7500.20177240878;04;7;4;Depot;T305;55;Moderat (0° bis 19,99° C);Abenddämmerung;Regen;North Carolina;Frühling;Kollision;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Depot/Rangieren, Depot/Rangieren;13063.024853677156;Nicht Signifikant;False
7862;R73052;1991;7;17;11500.0;11500.0;500.0;11000.0;1;0;0;0;0;0;0;0;6.940339448159618;9;1;0;0;0;0;1017.4345207668864;05;7;1;Depot;H018;81;Warm (20° bis 31,99° C);Tag;Klar;Indiana;Sommer;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;9754.856221901773;Nicht Signifikant;False
7863;R73191;1991;8;2;15200.0;15200.0;0.0;15200.0;4;0;0;0;0;0;0;0;1.9635609428485408;70;0;82;0;0;4;5242.0;01;7;2;Depot;H702;85;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Tennessee;Sommer;Entgleisung;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;12893.375180252777;Nicht Signifikant;False
7864;R73320;1991;8;18;16300.0;16300.0;200.0;16100.0;5;0;0;0;0;0;0;0;7.935695149221832;75;19;23;0;0;1;9310.0;04;7;1;Depot;E69C;78;Warm (20° bis 31,99° C);Tag;Regen;Georgia;Sommer;Kollision;Wheels;Mechanical and Electrical Failures;Depot/Rangieren, Depot/Rangieren;13826.44838408686;Nicht Signifikant;False
7865;R73329;1991;8;19;12600.0;12600.0;1200.0;11400.0;5;0;0;0;0;0;0;0;9.926406551346263;67;2;61;0;0;1;7619.0;04;7;1;Depot;E69C;90;Heiß (>= 32° C);Tag;Klar;Alabama;Sommer;Kollision;Wheels;Mechanical and Electrical Failures;Depot/Rangieren, Depot/Rangieren;10687.929425735854;Nicht Signifikant;False
7866;R73483;1991;9;7;12303.0;12303.0;400.0;11903.0;5;1;0;0;0;0;0;0;2.0;18;2;1;0;0;0;2092.0;04;7;2;Depot;H401;73;Warm (20° bis 31,99° C);Abend;Wolkig;Georgia;Sommer;Kollision;Main Track Authority;Human Factors;Depot/Rangieren, Güterzug;10435.999660700652;Nicht Signifikant;False
7867;R74234;1991;12;5;10850.0;10850.0;150.0;10700.0;5;0;0;0;0;0;0;0;3.5;26;4;0;0;0;0;1681.0;04;7;2;Depot;H204;40;Moderat (0° bis 19,99° C);Abend;Klar;Georgia;Herbst;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Depot/Rangieren, Güterzug;9203.494783272541;Nicht Signifikant;False
7868;R74291;1991;12;10;16650.0;16650.0;0.0;16650.0;6;0;0;0;0;0;0;0;9.926406551346263;72;4;92;0;0;1;10446.0;05;7;1;Depot;T306;55;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Georgia;Herbst;Kollision;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Depot/Rangieren, Depot/Rangieren;14123.335312579522;Nicht Signifikant;False
7869;R74379;1991;12;20;7250.0;7250.0;0.0;7250.0;4;2;0;0;0;0;0;0;0.0;16;1;32;0;0;0;3014.0;04;7;1;Depot;H018;28;Kalt (-30° - 0,01° C);Abend;Klar;Georgia;Herbst;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, Güterzug;6149.800661633726;Nicht Signifikant;False
7870;R74983;1992;2;25;18938.0;18938.0;14000.0;4938.0;6;0;0;0;0;0;0;0;2.958916643910756;86;3;72;0;0;0;11135.0;01;7;1;Depot;T110;50;Moderat (0° bis 19,99° C);Abend;Regen;North Carolina;Winter;Entgleisung;Track Geometry;Track, Roadbed and Structures;Depot/Rangieren, Güterzug;16064.127576554414;Nicht Signifikant;False
7871;R74998;1992;2;26;60853.0;60853.0;0.0;60853.0;4;0;0;0;0;0;0;0;2.5;86;1;65;0;0;2;11561.0;01;7;1;Depot;T305;37;Moderat (0° bis 19,99° C);Abend;Regen;Alabama;Winter;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Depot/Rangieren, Depot/Rangieren;51618.45788446857;Nicht Signifikant;False
7872;R75610;1992;5;8;7000.0;7000.0;0.0;7000.0;5;0;0;0;0;0;0;0;1.9635609428485408;3;0;0;0;0;0;484.88997359133555;05;7;1;Depot;H307;49;Moderat (0° bis 19,99° C);Abend;Wolkig;Georgia;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;5937.738569853253;Nicht Signifikant;False
7873;R97;1985;11;20;13712.0;13712.0;0.0;13712.0;1;0;0;1;0;0;0;0;15.0;3;0;2;0;0;0;455.33638380232395;02;5;3;Hauptstrecke;S099;68;Warm (20° bis 31,99° C);Tag;Wolkig;Vermont;Herbst;Kollision;other software/programming deficiencies, etc.);Signal and Communication;EinzelneWagen, Güterzug;11631.1816099754;Signifikant;False
7874;RAI561620;2020;2;29;31345.0;31345.0;0.0;31345.0;2;1;0;0;0;0;0;0;4.949628046035187;82;1;0;0;0;0;8096.0;04;6;1;Depot;H702;52;Moderat (0° bis 19,99° C);Abend;Klar;Louisiana;Winter;Kollision;Switches, Use of;Human Factors;EinzelneWagen, Güterzug;28429.979441286734;Nicht Signifikant;False
7875;RD0117104;2017;1;2;19849.0;19849.0;0.0;19849.0;5;0;0;0;0;0;0;0;4.949628046035187;54;0;54;0;0;0;8569.345033087759;04;7;1;Depot;H307;60;Moderat (0° bis 19,99° C);Morgendämmerung;Wolkig;Texas;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;18967.032967032967;Nicht Signifikant;False
7876;RD0219101;2019;2;1;220876.0;220876.0;42800.0;178076.0;4;0;0;0;0;0;0;0;5.944983747097401;80;3;0;0;0;0;10114.889973591336;01;7;1;Depot;T220;54;Moderat (0° bis 19,99° C);Tag;Nebel;Texas;Winter;Entgleisung;Rail, Joint Bar and Rail Anchoring;Track, Roadbed and Structures;Depot/Rangieren, Lokomotive;192551.65199197977;Signifikant;False
7877;RD0220131;2020;2;29;66800.0;66800.0;6500.0;60300.0;2;0;0;0;0;0;0;0;4.949628046035187;3;3;2;0;0;2;1782.0;04;7;1;Depot;H306;47;Moderat (0° bis 19,99° C);Abend;Klar;Texas;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;60587.73733220462;Nicht Signifikant;False
7878;RD0317117;2017;3;22;40279.0;40279.0;0.0;40279.0;3;1;0;0;0;0;0;0;6.940339448159618;26;0;0;0;0;0;3027.4729849433916;01;7;1;Depot;H607;80;Warm (20° bis 31,99° C);Tag;Klar;Texas;Frühling;Entgleisung;Speed;Human Factors;Depot/Rangieren, Lokomotive;37271.213102618676;Nicht Signifikant;False
7879;RD0517100;2017;5;1;20374.0;20374.0;0.0;20374.0;4;0;0;0;0;0;0;0;6.940339448159618;34;0;47;0;0;0;5368.513661093915;04;7;1;Depot;M408;60;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Oklahoma;Frühling;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;18659.645105895823;Nicht Signifikant;False
7880;RD0517105;2017;5;6;24536.0;24536.0;0.0;24536.0;4;0;0;0;0;0;0;0;4.949628046035187;43;2;26;0;0;0;5792.173949422112;01;7;1;Depot;H018;70;Warm (20° bis 31,99° C);Abend;Klar;Texas;Frühling;Entgleisung;Brakes, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;22400.486914181372;Nicht Signifikant;False
7881;RD0518105;2018;5;5;15148.0;15148.0;13998.0;1150.0;4;0;0;0;0;0;0;0;7.0;109;0;40;0;0;0;13121.447917277601;04;7;1;Depot;H607;60;Moderat (0° bis 19,99° C);Abend;Klar;Oklahoma;Frühling;Kollision;Speed;Human Factors;Depot/Rangieren, Depot/Rangieren;12679.687499999998;Nicht Signifikant;False
7882;RD0519106;2019;5;4;41295.0;41295.0;0.0;41295.0;6;0;0;0;0;0;0;0;7.935695149221832;18;0;27;0;0;0;2741.0;04;7;1;Depot;H318;62;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Texas;Frühling;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;36970.6645975708;Nicht Signifikant;False
7883;RD0618121;2018;6;27;482768.0;482768.0;375000.0;107768.0;5;0;0;0;0;0;0;0;5.0;31;6;15;0;0;1;3655.0;04;7;1;Depot;H318;92;Heiß (>= 32° C);Tag;Klar;Texas;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;415606.0606060606;Signifikant;False
7884;RD0717116;2017;7;23;73279.0;73279.0;9500.0;63779.0;6;0;0;0;0;0;0;0;6.5;58;4;44;0;0;1;7440.041274572429;04;7;1;Depot;H318;72;Warm (20° bis 31,99° C);Abend;Klar;Texas;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;62922.03331616005;Nicht Signifikant;False
7885;RD0718109;2018;7;10;160277.0;160277.0;9700.0;150577.0;9;1;0;0;0;0;0;1;7.914260198962443;99;0;58;0;0;2;17381.0;02;7;2;Depot;H302;76;Warm (20° bis 31,99° C);Morgendämmerung;Wolkig;Texas;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren, Güterzug;136836.84794672587;Signifikant;False
7886;RD0718134;2018;7;24;20000.0;20000.0;0.0;20000.0;0;0;0;1;0;0;0;0;19.879963561968417;0;0;2;0;0;1;22.0;09;A;4;Hauptstrecke;H402;90;Heiß (>= 32° C);Tag;Klar;Oklahoma;Sommer;Kollision;Main Track Authority;Human Factors;Wartungszug, Wartungszug;17085.255424568597;Signifikant;False
7887;RD0817106;2017;8;4;20450.0;20450.0;500.0;19950.0;2;0;0;0;0;0;0;0;7.5;51;2;5;0;0;0;7030.256439118408;01;5;1;Depot;H018;90;Heiß (>= 32° C);Tag;Klar;Texas;Sommer;Entgleisung;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;17231.209976407143;Nicht Signifikant;False
7888;RD0819105;2019;8;5;203918.0;203918.0;85771.0;118147.0;4;0;0;0;0;0;0;0;3.9542723449729715;56;1;45;0;0;5;8649.0;01;7;1;Depot;H504;80;Warm (20° bis 31,99° C);Abend;Klar;Texas;Sommer;Entgleisung;Train Handling/Train Makeup;Human Factors;Depot/Rangieren, EinzelneWagen;182362.7258093364;Signifikant;False
7889;RD0819117;2019;8;14;20319.0;20319.0;0.0;20319.0;4;0;0;0;0;0;0;0;9.926406551346263;34;0;49;0;0;4;5357.0;04;7;1;Depot;S016;87;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Oklahoma;Sommer;Kollision;SIGNAL AND COMMUNICATION;Signal and Communication;Depot/Rangieren, Depot/Rangieren;18161.422953164103;Nicht Signifikant;False
7890;RD0819125;2019;8;18;33996.0;33996.0;2000.0;31996.0;4;0;0;0;0;0;0;0;1.9635609428485408;37;0;81;0;0;2;6743.0;04;7;1;Depot;M407;85;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Oklahoma;Sommer;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;30643.591130340727;Nicht Signifikant;False
7891;RD0917118;2017;9;22;179319.0;179319.0;22500.0;156819.0;6;0;0;0;0;0;0;0;13.907829355595124;141;1;0;0;0;0;18015.0;03;1;4;Hauptstrecke;H605;91;Heiß (>= 32° C);Tag;Klar;Texas;Sommer;Kollision;Speed;Human Factors;Güterzug, Güterzug;149919.73915224482;Nicht Signifikant;False
7892;RD0918129;2018;9;20;37366.0;37366.0;0.0;37366.0;3;0;0;0;0;0;0;0;4.5;9;0;21;0;0;0;1935.0;04;7;1;Depot;H318;85;Warm (20° bis 31,99° C);Morgendämmerung;Klar;Texas;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;31749.51142832866;Nicht Signifikant;False
7893;RD0918132;2018;9;19;30000.0;30000.0;0.0;30000.0;0;0;0;1;0;0;0;0;9.926406551346263;0;0;2;0;0;0;60.0;03;A;4;Hauptstrecke;H402;94;Heiß (>= 32° C);Tag;Klar;Texas;Sommer;Kollision;Main Track Authority;Human Factors;Wartungszug, Wartungszug;25713.551041398816;Signifikant;False
7894;RD0919124;2019;9;23;467062.0;467062.0;240685.0;226377.0;2;0;0;0;0;0;0;0;6.920452597546157;61;11;31;0;0;9;8825.0;01;6;1;Depot;H503;84;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Texas;Herbst;Entgleisung;Train Handling/Train Makeup;Human Factors;EinzelneWagen, EinzelneWagen, Güterzug;425181.61128812016;Signifikant;False
7895;RD0919127;2019;9;26;15987.0;15987.0;0.0;15987.0;5;0;0;0;0;0;0;0;10.0;50;0;5;0;0;2;4189.0;04;7;1;Depot;H318;79;Warm (20° bis 31,99° C);Abend;Klar;Texas;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;14616.017553483269;Nicht Signifikant;False
7896;RD0919129;2019;9;28;72362.0;72362.0;15000.0;57362.0;7;0;0;0;0;0;0;0;6.5;31;0;59;0;0;7;5910.0;04;7;1;Depot;H318;75;Warm (20° bis 31,99° C);Morgendämmerung;Klar;Oklahoma;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;66267.59058579321;Nicht Signifikant;False
7897;RD1018126;2018;10;19;22681.0;22681.0;0.0;22681.0;2;0;0;0;0;0;0;0;5.5;30;1;68;0;0;0;5244.0;04;7;1;Depot;H308;58;Moderat (0° bis 19,99° C);Tag;Wolkig;Oklahoma;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;19774.193548387095;Nicht Signifikant;False
7898;RD1019103;2019;10;3;21612.0;21612.0;0.0;21612.0;4;0;0;0;0;0;0;0;3.9542723449729715;0;0;0;0;0;0;54.88997359133555;02;8;1;Industriestrecke;H307;85;Warm (20° bis 31,99° C);Tag;Klar;Oklahoma;Herbst;Kollision;General Switching Rules;Human Factors;Lokomotive, Lokomotive;19735.184001461053;Nicht Signifikant;False
7899;RD1019106;2019;10;7;18900.0;18900.0;800.0;18100.0;4;1;0;0;0;0;0;0;3.9542723449729715;0;0;0;0;0;0;69.7799471826711;04;8;1;Depot;H607;52;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Oklahoma;Herbst;Kollision;Speed;Human Factors;Lokomotive, Lokomotive;17192.759028472665;Nicht Signifikant;False
