index;INCDTNO;YEAR4;MONTH;DAY;ACCDMG;INFRASTRUCTURE_DMG;TRKDMG;EQPDMG;LOCOMOTIVES1;LOCOMOTIVES2;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;SPEED;LOADF1;LOADF2;EMPTYF1;EMPTYP1;LOADP1;EMPTYF2;TONS;TYPE;TYPEQ;TRKCLAS;TYPTRK;ACCAUSE;TEMP;TEMP_CLUSTER;VISIBLTY;WEATHER;STATE;Jahreszeit;ACCIDENT_TYPE;ACCCAUSE_LVL1;ACCCAUSE_LVL2;EQUIPMENT_TYPE;ACCDMG_EUR;ACCTYPE;SPD_TOO_HIGH
7755;PR0605127;2005;6;23;23000.0;23000.0;500.0;22500.0;2;0;0;0;0;0;0;0;2.5;2;2;1;0;0;1;368.43932306721047;01;7;1;Depot;H307;75;Warm (20° bis 31,99° C);Tag;Klar;Colorado;Sommer;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;19061.826620255266;Nicht Signifikant;False
7756;PR0610105;2010;6;15;18500.0;18500.0;0.0;18500.0;5;0;0;0;0;0;0;0;10.921762252408477;120;0;0;0;0;0;17052.889973591336;03;1;2;Depot;H607;45;Moderat (0° bis 19,99° C);Abend;Nebel;Wyoming;Frühling;Kollision;Speed;Human Factors;Güterzug, Lokomotive;15092.184695708926;Nicht Signifikant;False
7757;PR0614109;2014;6;26;63692.0;63692.0;0.0;63692.0;4;0;0;0;0;0;0;0;19.879963561968417;129;0;120;0;0;4;20994.0;01;1;2;Depot;H318;80;Warm (20° bis 31,99° C);Tag;Klar;Nebraska;Sommer;Entgleisung;General Switching Rules;Human Factors;Güterzug, Güterzug;46811.70072027047;Nicht Signifikant;False
7758;PR0614120;2014;6;24;16772.0;16772.0;0.0;16772.0;3;0;0;0;0;0;0;0;4.949628046035187;17;0;57;0;0;1;3985.8838290846106;04;7;1;Depot;H318;60;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Wyoming;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;12316.052283742107;Nicht Signifikant;False
7759;PR0615102;2015;6;7;675615.0;675615.0;538485.0;137130.0;4;0;0;0;0;0;0;0;13.907829355595124;125;2;0;0;0;0;17406.256439118406;01;5;2;Hauptstrecke;T001;52;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Wyoming;Frühling;Entgleisung;Roadbed;Track, Roadbed and Structures;EinzelneWagen, Güterzug;604270.765011031;Signifikant;False
7760;PR0617110;2017;6;13;15868.0;15868.0;1800.0;14068.0;4;0;0;0;0;0;0;0;3.9542723449729715;33;1;31;0;0;0;4787.222714186655;01;7;1;Depot;H309;65;Moderat (0° bis 19,99° C);Abend;Klar;Colorado;Frühling;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;14146.384951413034;Nicht Signifikant;False
7761;PR0704106;2004;7;11;38112.0;38112.0;0.0;38112.0;4;1;0;0;0;0;0;0;3.9542723449729715;1;0;35;0;0;3;1209.3258593865246;01;7;1;Depot;H607;60;Moderat (0° bis 19,99° C);Abend;Klar;Colorado;Sommer;Entgleisung;Speed;Human Factors;Depot/Rangieren, Güterzug;30763.601140827635;Nicht Signifikant;False
7762;PR0715107;2015;7;17;12322.0;12322.0;0.0;12322.0;1;0;0;0;0;0;0;0;7.935695149221832;0;0;29;0;0;1;954.2058779207422;04;7;1;Depot;H607;73;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Nebraska;Sommer;Kollision;Speed;Human Factors;Depot/Rangieren, EinzelneWagen;11316.006979520618;Nicht Signifikant;False
7763;PR0715113;2015;7;27;49575.0;49575.0;0.0;49575.0;2;0;0;0;0;0;0;0;8.931050850284048;0;0;17;0;0;1;1583.8164184217308;04;5;1;Industriestrecke;H307;55;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Wyoming;Sommer;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;44831.79598480738;Nicht Signifikant;False
7764;PR0715122;2015;7;31;61453.0;61453.0;7000.0;54453.0;2;0;0;0;0;0;0;0;5.944983747097401;90;1;46;0;0;6;12676.647111846294;01;6;1;Depot;E35C;90;Heiß (>= 32° C);Tag;Klar;Colorado;Sommer;Entgleisung;Coupler and Draft System;Mechanical and Electrical Failures;EinzelneWagen, Güterzug;56034.46703747606;Nicht Signifikant;False
7765;PR0719105;2019;7;8;110523.0;110523.0;0.0;110523.0;6;0;0;0;0;0;0;0;2.958916643910756;11;0;69;0;0;0;4125.0;04;7;1;Depot;H702;80;Warm (20° bis 31,99° C);Tag;Klar;Colorado;Sommer;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Güterzug;98549.2643780651;Nicht Signifikant;False
7766;PR0775;1995;12;17;24500.0;24500.0;0.0;24500.0;3;0;0;0;0;0;0;0;8.931050850284048;0;0;13;0;0;0;465.5832799255205;04;7;1;Depot;H302;40;Moderat (0° bis 19,99° C);Abend;Klar;Wyoming;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;20782.084994486384;Nicht Signifikant;False
7767;PR0776;1995;12;17;9000.0;9000.0;0.0;9000.0;1;0;0;0;0;0;0;0;9.926406551346263;0;0;36;0;0;0;3038.818177811104;04;6;1;Depot;H302;40;Moderat (0° bis 19,99° C);Abend;Klar;Wyoming;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;7634.235304097039;Nicht Signifikant;False
7768;PR0799112;1999;7;31;12500.0;12500.0;0.0;12500.0;8;0;0;0;0;0;0;0;8.931050850284048;125;0;0;0;0;0;17662.889973591336;04;1;2;Depot;H702;60;Moderat (0° bis 19,99° C);Abend;Klar;Nebraska;Sommer;Kollision;Switches, Use of;Human Factors;Güterzug, Lokomotive;11699.37291361183;Nicht Signifikant;False
7769;PR0806102;2006;8;3;17846.0;17846.0;0.0;17846.0;4;0;0;0;0;0;0;0;1.5;3;2;1;0;0;0;480.7167129770621;01;7;1;Depot;H312;85;Warm (20° bis 31,99° C);Tag;Regen;Colorado;Sommer;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;13962.913700023471;Nicht Signifikant;False
7770;PR0806119;2006;8;31;18842.0;18842.0;0.0;18842.0;2;0;0;0;0;0;0;0;3.9542723449729715;1;1;110;0;0;4;3586.256439118408;05;5;1;Industriestrecke;H702;68;Warm (20° bis 31,99° C);Abend;Klar;Colorado;Sommer;Kollision;Switches, Use of;Human Factors;EinzelneWagen, Güterzug;14661.894016029883;Nicht Signifikant;False
7771;PR0807102;2007;8;3;60500.0;60500.0;500.0;60000.0;2;0;0;0;0;0;0;0;3.9542723449729715;35;0;86;0;0;6;7390.168793990197;01;6;1;Depot;E40C;85;Warm (20° bis 31,99° C);Tag;Klar;Nebraska;Sommer;Entgleisung;Truck Components;Mechanical and Electrical Failures;EinzelneWagen, Güterzug;44179.93281729225;Nicht Signifikant;False
7772;PR0808103;2008;8;8;343974.0;343974.0;80000.0;263974.0;6;1;0;0;0;0;0;0;9.926406551346263;258;1;0;0;0;0;36861.0;01;1;1;Depot;E40C;87;Warm (20° bis 31,99° C);Tag;Klar;Nebraska;Sommer;Entgleisung;Truck Components;Mechanical and Electrical Failures;Güterzug, Güterzug;228190.26137720578;Signifikant;False
7773;PR0815108;2015;8;13;19700.0;19700.0;1000.0;18700.0;4;0;0;0;0;0;0;0;13.907829355595124;0;0;123;0;0;0;2694.8899735913355;02;1;4;Hauptstrecke;H017;71;Warm (20° bis 31,99° C);Tag;Klar;Wyoming;Sommer;Kollision;Brakes, Use of;Human Factors;Güterzug, Lokomotive;17733.369340174635;Nicht Signifikant;False
7774;PR0817106;2017;8;6;18685.0;18685.0;3300.0;15385.0;3;0;0;0;0;0;0;0;4.0;29;0;64;0;0;1;5318.795546653832;01;7;1;Depot;H318;77;Warm (20° bis 31,99° C);Tag;Wolkig;Colorado;Sommer;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;15807.061079465344;Nicht Signifikant;False
7775;PR0818110;2018;8;31;331952.0;331952.0;500.0;331452.0;6;0;0;0;0;0;0;0;5.944983747097401;6;0;12;0;0;3;1006.0;01;7;1;Depot;H704;71;Warm (20° bis 31,99° C);Morgendämmerung;Wolkig;Colorado;Sommer;Entgleisung;Switches, Use of;Human Factors;Depot/Rangieren, Güterzug;284912.88301433355;Signifikant;False
7776;PR0902114;2002;9;23;16697.0;16697.0;250.0;16447.0;3;0;0;0;0;0;0;0;7.935695149221832;61;0;35;0;0;4;8775.816418421731;01;5;1;Depot;T314;55;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Colorado;Herbst;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;EinzelneWagen, Güterzug;16984.030108839386;Nicht Signifikant;False
7777;PR0904123;2004;9;12;12261.0;12261.0;0.0;12261.0;4;0;0;0;0;0;0;0;1.9635609428485408;41;0;0;0;0;0;4733.834352882268;05;7;1;Depot;H318;75;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Colorado;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;10025.07426889428;Nicht Signifikant;False
7778;PR0904127;2004;9;18;27429.0;27429.0;0.0;27429.0;7;1;0;0;0;0;0;0;5.944983747097401;0;0;0;0;0;0;69.7799471826711;05;7;1;Depot;H306;60;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Colorado;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Lokomotive;22511.079498823656;Nicht Signifikant;False
7779;PR0907109;2007;9;18;442705.0;442705.0;25000.0;417705.0;7;0;0;0;0;0;0;0;6.0;135;7;125;0;0;0;22263.0;01;1;1;Industriestrecke;H306;60;Moderat (0° bis 19,99° C);Tag;Wolkig;Wyoming;Sommer;Entgleisung;General Switching Rules;Human Factors;Güterzug, Güterzug;319250.7391649239;Signifikant;False
7780;PR0910107;2010;9;28;288273.0;288273.0;2000.0;286273.0;7;1;0;0;0;0;0;0;7.5;147;0;1;0;0;0;20648.212600799718;04;7;2;Depot;H607;44;Moderat (0° bis 19,99° C);Abend;Klar;Wyoming;Herbst;Kollision;Speed;Human Factors;Depot/Rangieren, Güterzug;214170.1337295691;Signifikant;False
7781;PR0915112;2015;9;23;16947.0;16947.0;250.0;16697.0;4;0;0;0;0;0;0;0;5.0;17;0;37;0;0;1;3131.653376606044;05;7;1;Depot;H306;85;Warm (20° bis 31,99° C);Tag;Klar;Colorado;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Lokomotive;15199.103139013452;Nicht Signifikant;False
7782;PR1004108;2004;10;11;8800.0;8800.0;0.0;8800.0;7;0;0;0;0;0;0;0;6.940339448159618;67;0;13;0;0;1;9448.889973591336;01;1;2;Hauptstrecke;H104;42;Moderat (0° bis 19,99° C);Abend;Klar;Nebraska;Herbst;Entgleisung;Employee Physical Condition;Human Factors;Güterzug, Lokomotive;7101.3557133634595;Nicht Signifikant;False
7783;PR1005112;2005;10;16;73029.0;73029.0;60000.0;13029.0;2;0;0;0;0;0;0;0;6.940339448159618;3;3;0;0;0;0;469.8793437638873;01;7;1;Depot;H312;68;Warm (20° bis 31,99° C);Tag;Klar;Colorado;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;60784.895818883;Nicht Signifikant;False
7784;PR1007111;2007;10;25;22533.0;22533.0;1800.0;20733.0;1;0;0;0;0;0;0;0;0.9682052417863254;5;0;14;0;0;2;1067.7768820216152;01;6;1;Depot;H021;34;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Nebraska;Herbst;Entgleisung;Brakes, Use of;Human Factors;EinzelneWagen, Lokomotive;15747.431686351247;Nicht Signifikant;False
7785;PR1009102;2009;10;12;52440.0;52440.0;0.0;52440.0;5;0;0;0;0;0;0;0;20.875319263030633;0;0;112;0;0;0;2439.0;03;1;4;Hauptstrecke;H605;20;Kalt (-30° - 0,01° C);Abend;Klar;Wyoming;Herbst;Kollision;Speed;Human Factors;Güterzug, Lokomotive;35516.42397561802;Nicht Signifikant;False
7786;PR1009103;2009;10;20;254535.0;254535.0;41000.0;213535.0;7;0;0;2;0;0;0;0;11.0;0;0;250;0;0;5;5330.0;04;1;2;Hauptstrecke;H221;35;Moderat (0° bis 19,99° C);Abend;Wolkig;Wyoming;Herbst;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Güterzug;170018.70282546256;Signifikant;False
7787;PR1011101;2011;10;10;251227.0;251227.0;35927.0;215300.0;6;2;0;0;0;0;0;0;13.907829355595124;258;3;0;0;0;0;35558.0;03;1;4;Hauptstrecke;H104;55;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Nebraska;Herbst;Kollision;Employee Physical Condition;Human Factors;Güterzug, Güterzug;184820.86367983522;Signifikant;False
7788;PR1016108;2016;10;19;15300.0;15300.0;0.0;15300.0;0;0;0;0;0;0;0;0;4.949628046035187;0;0;2;0;0;0;130.67276760464793;03;A;4;Hauptstrecke;H997;61;Moderat (0° bis 19,99° C);Tag;Klar;Montana;Herbst;Kollision;Miscellaneous;Human Factors;Wartungszug, Wartungszug;13935.695418526277;Nicht Signifikant;False
7789;PR1018107;2018;10;11;68246.0;68246.0;1500.0;66746.0;4;0;0;0;0;0;0;0;5.944983747097401;18;2;19;0;0;0;2984.8899735913355;01;7;1;Depot;H307;45;Moderat (0° bis 19,99° C);Morgendämmerung;Regen;Colorado;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Lokomotive;58959.82721382289;Nicht Signifikant;False
7790;PR1019108;2019;10;11;1306925.0;1306925.0;15000.0;1291925.0;6;1;0;0;0;0;0;0;25.852097768341707;0;0;274;0;0;4;6281.0;03;1;4;Hauptstrecke;H605;35;Moderat (0° bis 19,99° C);Abend;Klar;Nebraska;Herbst;Kollision;Speed;Human Factors;Güterzug, Güterzug;1183487.2770080594;Signifikant;False
7791;PR1098140;1998;10;16;10475.0;10475.0;0.0;8675.0;6;0;0;0;0;0;0;0;5.0;46;1;14;0;0;1;5066.889973591336;04;1;1;Depot;H209;42;Moderat (0° bis 19,99° C);Tag;Regen;Montana;Herbst;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Lokomotive;8885.401645601833;Nicht Signifikant;False
7792;PR1103100;2003;11;2;15400.0;15400.0;0.0;15400.0;3;0;0;0;0;0;0;0;4.949628046035187;23;0;51;0;0;3;4537.816418421731;01;5;1;Depot;H703;52;Moderat (0° bis 19,99° C);Abend;Wolkig;Colorado;Herbst;Entgleisung;Switches, Use of;Human Factors;EinzelneWagen, Güterzug;13275.862068965518;Nicht Signifikant;False
7793;PR1103106;2003;11;22;27493.0;27493.0;0.0;27493.0;2;0;0;0;0;0;0;0;6.0;14;0;27;0;0;0;2474.1397165451735;05;7;1;Depot;H607;30;Kalt (-30° - 0,01° C);Morgendämmerung;Wolkig;Colorado;Herbst;Kollision;Speed;Human Factors;Depot/Rangieren, Güterzug;23154.59981471604;Nicht Signifikant;False
7794;PR1107105;2007;11;23;342030.0;342030.0;77100.0;264930.0;6;1;0;0;0;0;0;0;7.935695149221832;168;7;68;0;0;0;25437.0;01;1;1;Depot;T207;2;Kalt (-30° - 0,01° C);Abend;Klar;Nebraska;Herbst;Entgleisung;Rail, Joint Bar and Rail Anchoring;Track, Roadbed and Structures;Güterzug, Güterzug;230960.90215409547;Signifikant;False
7795;PR1116105;2016;11;8;52379.0;52379.0;3600.0;48779.0;1;0;0;0;0;0;0;0;7.935695149221832;51;1;39;0;0;7;8294.408628650977;01;6;1;Depot;H525;60;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Colorado;Herbst;Entgleisung;Train Handling/Train Makeup;Human Factors;EinzelneWagen, Güterzug;47453.34299691974;Nicht Signifikant;False
7796;PR1117108;2017;11;12;56100.0;56100.0;0.0;56100.0;5;0;0;0;0;0;0;0;5.944983747097401;0;0;0;0;0;0;69.7799471826711;04;8;1;Depot;H307;40;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Colorado;Herbst;Kollision;General Switching Rules;Human Factors;Lokomotive, Lokomotive;48132.471543785396;Nicht Signifikant;False
7797;PR1200104;2000;12;9;17009.0;17009.0;0.0;17009.0;1;0;0;0;0;0;0;0;4.0;0;0;9;0;0;1;345.27767370097376;01;7;1;Depot;M105;12;Kalt (-30° - 0,01° C);Abend;Wolkig;Nebraska;Herbst;Entgleisung;Environmental Conditions;Environmental Conditions;Depot/Rangieren, EinzelneWagen;19187.410694141538;Nicht Signifikant;False
7798;PR1203112;2003;12;14;13472.0;13472.0;7400.0;6072.0;4;1;0;0;0;0;0;0;4.949628046035187;6;1;0;0;0;0;771.9335353560355;01;7;1;Depot;H317;35;Moderat (0° bis 19,99° C);Abend;Wolkig;Colorado;Herbst;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;11008.334695211635;Nicht Signifikant;False
7799;PR1210101;2010;12;2;17000.0;17000.0;0.0;17000.0;6;0;0;1;0;0;0;0;17.0;118;0;0;0;0;0;16829.889973591336;03;1;2;Hauptstrecke;M599;20;Kalt (-30° - 0,01° C);Abend;Klar;Wyoming;Herbst;Kollision;Other Miscellaneous;Miscellaneous Causes;Güterzug, Lokomotive;12922.843025465603;Signifikant;False
7800;PR1211103;2011;12;10;86200.0;86200.0;3500.0;82700.0;3;0;0;0;0;0;0;0;6.5;0;0;140;0;0;4;3074.042163123905;04;6;1;Depot;H309;43;Moderat (0° bis 19,99° C);Tag;Klar;Nebraska;Herbst;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;64619.305829730874;Nicht Signifikant;False
7801;PR1215105;2015;12;7;839880.0;839880.0;226251.0;613629.0;6;0;0;0;0;0;0;0;7.5;0;0;138;0;0;4;3052.9749143070685;01;6;1;Depot;M105;36;Moderat (0° bis 19,99° C);Abend;Klar;Nebraska;Herbst;Entgleisung;Environmental Conditions;Environmental Conditions;EinzelneWagen, Güterzug;777019.1507077436;Signifikant;False
7802;PR1215108;2015;12;8;17500.0;17500.0;0.0;17500.0;3;0;0;0;0;0;0;0;4.5;17;0;9;0;0;0;2277.673856078961;04;7;1;Depot;H018;48;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Colorado;Herbst;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;16091.954022988508;Nicht Signifikant;False
7803;PR1297104;1997;12;7;79100.0;79100.0;24000.0;55100.0;5;0;0;0;0;0;0;0;9.926406551346263;232;6;0;0;0;0;30029.0;01;1;1;Depot;T220;26;Kalt (-30° - 0,01° C);Abend;Klar;Nebraska;Herbst;Entgleisung;Rail, Joint Bar and Rail Anchoring;Track, Roadbed and Structures;Güterzug, Güterzug;67096.44583934176;Nicht Signifikant;False
7804;PR1298101;1998;12;2;99518.0;99518.0;0.0;99518.0;5;0;0;0;0;0;0;0;7.5;126;0;10;0;0;0;16711.928320993804;04;7;1;Depot;H399;50;Moderat (0° bis 19,99° C);Tag;Klar;Nebraska;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;84415.98099923658;Nicht Signifikant;False
7805;PS0009;1994;1;10;36473.0;36473.0;2000.0;34473.0;2;0;0;0;0;0;0;0;4.949628046035187;9;1;66;0;0;7;3133.0291252048946;01;7;1;Depot;S006;43;Moderat (0° bis 19,99° C);Tag;Klar;Washington;Winter;Entgleisung;SIGNAL AND COMMUNICATION;Signal and Communication;Depot/Rangieren, EinzelneWagen;30938.16269403681;Nicht Signifikant;False
7806;PS0012;1995;1;24;32000.0;32000.0;0.0;32000.0;4;0;0;0;0;0;0;0;4.949628046035187;21;0;10;0;0;0;2763.149964406983;09;6;1;Depot;H302;40;Moderat (0° bis 19,99° C);Morgendämmerung;Wolkig;Oregon;Winter;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Lokomotive;27143.947747900584;Nicht Signifikant;False
7807;PS0016;1993;1;16;13000.0;13000.0;1000.0;12000.0;2;0;0;0;0;0;0;0;5.0;63;6;4;0;0;0;7475.93757935679;01;7;1;Depot;S007;20;Kalt (-30° - 0,01° C);Abend;Wolkig;Washington;Winter;Entgleisung;SIGNAL AND COMMUNICATION;Signal and Communication;Depot/Rangieren, EinzelneWagen;11027.228772584613;Nicht Signifikant;False
7808;PS0025;1992;11;2;13250.0;13250.0;0.0;13250.0;4;0;0;0;0;0;0;0;2.5;7;0;0;0;0;0;866.0819188874805;04;7;1;Depot;M407;45;Moderat (0° bis 19,99° C);Abenddämmerung;Regen;Washington;Herbst;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;11239.290864365086;Nicht Signifikant;False
7809;PS0043;1994;5;2;125000.0;125000.0;0.0;125000.0;2;0;0;0;0;0;0;0;14.903185056657339;104;0;0;0;0;0;13737.647398120595;09;5;2;Nebenstrecke;H402;65;Moderat (0° bis 19,99° C);Tag;Klar;Washington;Frühling;Kollision;Main Track Authority;Human Factors;EinzelneWagen, Güterzug;106031.04589023665;Nicht Signifikant;False
7810;PS0127;1994;11;29;14000.0;14000.0;0.0;14000.0;2;0;0;0;0;0;0;0;2.958916643910756;19;2;10;0;0;0;2574.8531973440936;01;7;1;Depot;T306;52;Moderat (0° bis 19,99° C);Abend;Wolkig;Washington;Herbst;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Depot/Rangieren, EinzelneWagen;11875.477139706505;Nicht Signifikant;False
7811;PS0269;1993;8;23;9000.0;9000.0;0.0;9000.0;0;0;0;0;0;0;0;0;6.5;2;0;0;0;0;0;297.294796241188;09;5;1;Hauptstrecke;H402;70;Warm (20° bis 31,99° C);Tag;Klar;Oregon;Sommer;Kollision;Main Track Authority;Human Factors;EinzelneWagen, EinzelneWagen;7634.235304097039;Nicht Signifikant;False
7812;PS0273;1993;8;24;26000.0;26000.0;1000.0;25000.0;4;0;0;0;0;0;0;0;5.5;8;1;12;0;0;1;1366.2853415658203;01;7;1;Depot;M407;65;Moderat (0° bis 19,99° C);Tag;Wolkig;Washington;Sommer;Entgleisung;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren;22054.457545169225;Nicht Signifikant;False
7813;PS0296;1993;9;21;23800.0;23800.0;800.0;23000.0;3;0;0;0;0;0;0;0;9.926406551346263;89;2;7;0;0;0;9400.914788227623;01;6;1;Depot;M405;60;Moderat (0° bis 19,99° C);Abend;Klar;Washington;Sommer;Entgleisung;Unusual Operational Situations;Miscellaneous Causes;EinzelneWagen, Güterzug;20188.31113750106;Nicht Signifikant;False
7814;PWR816518O;2018;10;13;73349.0;73349.0;20000.0;0.0;3;0;0;0;0;0;0;0;4.899256092070373;65;2;23;0;0;2;8206.458127671645;01;1;1;Depot;H599;43;Moderat (0° bis 19,99° C);Abend;Klar;Massachusetts;Herbst;Entgleisung;Train Handling/Train Makeup;Human Factors;Güterzug, NaN;63361.16790002592;Nicht Signifikant;False
7815;Q0362;1992;3;5;18500.0;18500.0;1000.0;17500.0;3;0;0;0;0;0;0;0;2.958916643910756;0;0;9;0;0;3;274.88997359133555;04;7;1;Depot;H399;48;Moderat (0° bis 19,99° C);Abend;Regen;Nevada;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Lokomotive;15692.594791755026;Nicht Signifikant;False
7816;QA3;1987;4;27;159400.0;159400.0;10900.0;148500.0;5;3;0;2;0;0;0;0;18.0;158;3;33;0;0;1;16578.0;03;1;3;Hauptstrecke;H205;75;Warm (20° bis 31,99° C);Tag;Klar;Iowa;Frühling;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Güterzug;135210.7897192298;Signifikant;False
7817;R0213;1993;3;13;6804.0;6804.0;250.0;6554.0;4;0;0;0;0;0;0;0;4.949628046035187;0;0;8;0;0;3;200.0;04;7;1;Depot;M408;50;Moderat (0° bis 19,99° C);Tag;Klar;Kansas;Winter;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Güterzug;5771.481889897362;Nicht Signifikant;False
7818;R0329001;2001;3;28;90000.0;90000.0;0.0;90000.0;4;0;0;0;0;0;0;0;14.903185056657339;39;0;0;0;0;0;4795.0;03;1;3;Hauptstrecke;H603;29;Kalt (-30° - 0,01° C);Abend;Klar;Pennsylvania;Frühling;Kollision;Speed;Human Factors;Güterzug, Güterzug;101580.13544018059;Nicht Signifikant;False
7819;R08270;1988;7;1;55200.0;55200.0;0.0;55200.0;3;0;0;0;0;0;0;0;7.935695149221832;105;2;20;0;0;1;11936.979282049886;04;6;1;Depot;H702;62;Moderat (0° bis 19,99° C);Abend;Wolkig;Kentucky;Sommer;Kollision;Switches, Use of;Human Factors;EinzelneWagen, Güterzug;46823.30986512851;Nicht Signifikant;False
7820;R08282;1988;7;3;9250.0;9250.0;150.0;9100.0;2;0;0;0;0;0;0;0;1.9635609428485408;36;1;9;0;0;2;4461.634032371499;04;7;1;Depot;T305;68;Warm (20° bis 31,99° C);Abend;Wolkig;Georgia;Sommer;Kollision;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Depot/Rangieren, EinzelneWagen;7846.297395877513;Nicht Signifikant;False
7821;R08531;1988;7;26;21600.0;21600.0;800.0;20800.0;4;0;0;0;0;0;0;0;4.949628046035187;41;3;4;0;0;0;4914.447116719663;04;7;1;Depot;H702;88;Warm (20° bis 31,99° C);Tag;Wolkig;Alabama;Sommer;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;18322.164729832893;Nicht Signifikant;False
7822;R09700;1988;11;2;34900.0;34900.0;0.0;34900.0;2;0;0;0;0;0;0;0;41.77778898533715;64;0;82;0;0;1;7364.315334970725;01;6;1;Nebenstrecke;E33C;42;Moderat (0° bis 19,99° C);Abend;Klar;South Carolina;Herbst;Entgleisung;Coupler and Draft System;Mechanical and Electrical Failures;EinzelneWagen, Güterzug;29603.868012554074;Nicht Signifikant;True
7823;R09836;1988;11;11;21000.0;21000.0;500.0;20500.0;1;0;0;0;0;0;0;0;3.0;11;4;9;0;0;0;1570.6229046454796;04;6;1;Hauptstrecke;H018;60;Moderat (0° bis 19,99° C);Abend;Klar;Alabama;Herbst;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;17813.215709559758;Nicht Signifikant;False
7824;R10137;1988;12;9;41700.0;41700.0;0.0;41700.0;3;0;0;0;0;0;0;0;6.940339448159618;75;4;9;0;0;0;7089.937577714714;04;6;1;Depot;H020;50;Moderat (0° bis 19,99° C);Morgendämmerung;Wolkig;Florida;Herbst;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;35371.956908982946;Nicht Signifikant;False
7825;R10383;1988;12;31;8600.0;8600.0;500.0;8100.0;5;0;0;0;0;0;0;0;3.5;76;0;42;0;0;0;8863.0;04;1;1;Depot;H310;40;Moderat (0° bis 19,99° C);Abend;Regen;Georgia;Winter;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;7294.935957248282;Nicht Signifikant;False
7826;R1122;1992;7;12;10700.0;10700.0;750.0;9950.0;5;0;0;0;0;0;0;0;5.944983747097401;52;1;63;0;0;3;4691.889973591336;01;1;1;Hauptstrecke;M204;85;Warm (20° bis 31,99° C);Tag;Klar;Kansas;Sommer;Entgleisung;Loading Procedures;Loading;Güterzug, Lokomotive;9076.257528204258;Nicht Signifikant;False
